,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
58,58,58,58,58,in,in,in,59,7,3,Verse 1: Will Smith,3,26,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.979,97,0.5511363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
59,59,59,59,59,my,my,my,60,7,3,Verse 1: Will Smith,3,27,9,9,9,"[43, 60, 122, 134, 149, 172, 313, 478, 508]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.9935,132,0.75,pos_word_neg_line,Just the Two of Us,Will Smith,-3.438248872756958,-2.803454875946045
60,60,60,60,60,"mind,",mind,mind,61,7,3,Verse 1: Will Smith,3,28,2,2,2,"[61, 340]","[('mind', 'NN')]",N,POSITIVE,0.9984,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.9984,162,0.9204545454545454,pos_word_neg_line,Just the Two of Us,Will Smith,-6.570417881011963,8.299991607666017
61,61,61,61,61,would,would,would,62,7,3,Verse 1: Will Smith,3,29,1,1,1,[62],"[('would', 'MD')]",V,POSITIVE,0.8556,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.8556,60,0.3409090909090909,pos_word_neg_line,Just the Two of Us,Will Smith,15.133174896240234,-8.011599540710451
62,62,62,62,62,I,I,I,63,7,3,Verse 1: Will Smith,3,30,30,27,27,"[45, 63, 111, 116, 119, 127, 138, 140, 152, 170, 215, 222, 226, 253, 267, 275, 292, 308, 316, 320, 325, 338, 392, 435, 452, 454, 475, 596, 643, 653]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.9797,98,0.5568181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,6.476741313934326,-5.617037773132324
63,63,63,63,63,be,be,be,64,7,3,Verse 1: Will Smith,3,31,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.962,83,0.4715909090909091,pos_word_neg_line,Just the Two of Us,Will Smith,-6.471293926239014,-14.881709098815918
64,64,64,64,64,man,man,man,65,7,3,Verse 1: Will Smith,3,32,3,3,3,"[65, 228, 333]","[('man', 'NN')]",N,POSITIVE,0.8134,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.8134,58,0.3295454545454545,pos_word_neg_line,Just the Two of Us,Will Smith,-5.515645980834961,-2.1658434867858887
65,65,65,65,65,enough,enough,enough,66,7,3,Verse 1: Will Smith,3,33,1,1,1,[66],"[('enough', 'RB')]",ADV,POSITIVE,0.7941,"Although questions arose in my mind, would I be man enough", although questions arose in my mind would I be man enough,NEGATIVE,0.8954,-0.8954,21,0.40384615384615385,0.7941,56,0.3181818181818182,pos_word_neg_line,Just the Two of Us,Will Smith,-15.70708465576172,-4.115157604217528
66,66,66,66,66,Against,Against,against,67,8,3,Verse 1: Will Smith,4,34,1,1,1,[67],"[('against', 'IN')]",PREP,NEGATIVE,0.95,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,-0.95,35,0.19886363636363635,neg_word_pos_line,Just the Two of Us,Will Smith,-5.558386325836182,-8.09611701965332
67,67,67,67,67,"wrong,",wrong,wrong,68,8,3,Verse 1: Will Smith,4,35,1,1,1,[68],"[('wrong', 'JJ')]",ADJ,NEGATIVE,0.9997,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,-0.9997,1,0.005681818181818182,neg_word_pos_line,Just the Two of Us,Will Smith,7.262248992919923,10.289023399353027
68,68,68,68,68,choose,choose,choose,69,8,3,Verse 1: Will Smith,4,36,1,1,1,[69],"[('choose', 'NN')]",N,POSITIVE,0.9872,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.9872,114,0.6477272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,-8.638151168823242,-11.574419975280762
69,69,69,69,69,right,right,right,70,8,3,Verse 1: Will Smith,4,37,2,2,2,"[70, 91]","[('right', 'NN')]",N,POSITIVE,0.9998,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,7.880128383636475,9.60316562652588
70,70,70,70,70,and,and,and,71,8,3,Verse 1: Will Smith,4,38,11,8,8,"[71, 151, 214, 236, 337, 384, 434, 520, 551, 599, 642]","[('and', 'CC')]",CONJ,POSITIVE,0.9708,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.9708,92,0.5227272727272727,pos_word_pos_line,Just the Two of Us,Will Smith,10.342761039733887,-5.1989336013793945
71,71,71,71,71,be,be,be,72,8,3,Verse 1: Will Smith,4,39,10,10,10,"[64, 72, 159, 239, 258, 295, 301, 331, 441, 492]","[('be', 'VB')]",V,POSITIVE,0.962,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.962,83,0.4715909090909091,pos_word_pos_line,Just the Two of Us,Will Smith,-6.471293926239014,-14.881709098815918
72,72,72,72,72,standing,standing,standing,73,8,3,Verse 1: Will Smith,4,40,1,1,1,[73],"[('standing', 'VBG')]",V,POSITIVE,0.9997,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.9997,174,0.9886363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,-0.1251913160085678,6.2473297119140625
73,73,73,73,73,up?,up,up,74,8,3,Verse 1: Will Smith,4,41,1,1,1,[74],"[('up', 'RB')]",ADV,POSITIVE,0.9992,"Against wrong, choose right and be standing up?", against wrong choose right and be standing up,POSITIVE,0.9954,0.9954,36,0.6923076923076923,0.9992,169,0.9602272727272728,pos_word_pos_line,Just the Two of Us,Will Smith,-8.197823524475098,-4.96947717666626
74,74,74,74,74,From,From,from,75,9,3,Verse 1: Will Smith,5,42,3,3,3,"[34, 75, 526]","[('from', 'IN')]",PREP,POSITIVE,0.7563,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,0.7563,53,0.30113636363636365,pos_word_neg_line,Just the Two of Us,Will Smith,9.169180870056152,-11.565410614013672
75,75,75,75,75,the,the,the,76,9,3,Verse 1: Will Smith,5,43,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
76,76,76,76,76,hospital,hospital,hospital,77,9,3,Verse 1: Will Smith,5,44,1,1,1,[77],"[('hospital', 'NN')]",N,NEGATIVE,0.9807,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,-0.9807,24,0.13636363636363635,neg_word_neg_line,Just the Two of Us,Will Smith,-10.746828079223633,5.947558403015138
77,77,77,77,77,that,that,that,78,9,3,Verse 1: Will Smith,5,45,7,7,7,"[78, 109, 278, 286, 291, 481, 591]","[('that', 'IN')]",PREP,POSITIVE,0.9895,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,0.9895,118,0.6704545454545454,pos_word_neg_line,Just the Two of Us,Will Smith,14.896409034729006,-1.358898043632507
78,78,78,78,78,first,first,first,79,9,3,Verse 1: Will Smith,5,46,2,2,2,"[36, 79]","[('first', 'RB')]",ADV,POSITIVE,0.9978,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,0.9978,156,0.8863636363636364,pos_word_neg_line,Just the Two of Us,Will Smith,17.49111557006836,8.325729370117188
79,79,79,79,79,night,night,night,80,9,3,Verse 1: Will Smith,5,47,2,2,2,"[80, 110]","[('night', 'NN')]",N,POSITIVE,0.9803,From the hospital that first night, from the hospital that first night,NEGATIVE,0.923,-0.923,19,0.36538461538461536,0.9803,99,0.5625,pos_word_neg_line,Just the Two of Us,Will Smith,-2.226881980895996,19.13457679748535
80,80,80,80,80,Took,Took,took,81,10,3,Verse 1: Will Smith,6,48,1,1,1,[81],"[('took', 'VBD')]",V,POSITIVE,0.9954,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9954,141,0.8011363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,-6.872317790985107,-16.84292984008789
81,81,81,81,81,a,a,a,82,10,3,Verse 1: Will Smith,6,49,12,12,12,"[5, 82, 160, 229, 259, 261, 264, 296, 332, 437, 442, 646]","[('a', 'DT')]",DET,POSITIVE,0.9873,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9873,115,0.6534090909090909,pos_word_neg_line,Just the Two of Us,Will Smith,5.090866088867188,-10.639092445373537
82,82,82,82,82,hour,hour,hour,83,10,3,Verse 1: Will Smith,6,50,1,1,1,[83],"[('hour', 'NN')]",N,POSITIVE,0.93,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.93,72,0.4090909090909091,pos_word_neg_line,Just the Two of Us,Will Smith,1.8907532691955569,1.2526839971542358
83,83,83,83,83,just,just,just,84,10,3,Verse 1: Will Smith,6,51,24,5,4,"[9, 14, 19, 24, 29, 84, 176, 188, 193, 198, 208, 232, 396, 408, 413, 418, 428, 457, 504, 604, 616, 621, 626, 636]","[('just', 'RB')]",ADV,POSITIVE,0.8226,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.8226,59,0.3352272727272727,pos_word_neg_line,Just the Two of Us,Will Smith,10.688145637512207,5.462139129638672
84,84,84,84,84,ta,ta,to,85,10,3,Verse 1: Will Smith,6,52,12,12,12,"[85, 124, 148, 174, 294, 318, 330, 372, 440, 458, 473, 510]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9653,86,0.4886363636363637,pos_word_neg_line,Just the Two of Us,Will Smith,1.2756972312927246,-15.350232124328613
85,85,85,85,85,get,get,get,86,10,3,Verse 1: Will Smith,6,53,1,1,1,[86],"[('get', 'VB')]",V,POSITIVE,0.9973,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9973,154,0.875,pos_word_neg_line,Just the Two of Us,Will Smith,-0.07534795999526978,-8.8814115524292
86,86,86,86,86,the,the,the,87,10,3,Verse 1: Will Smith,6,54,38,15,15,"[10, 15, 20, 25, 30, 35, 38, 76, 87, 154, 177, 189, 194, 199, 206, 209, 272, 310, 381, 397, 409, 414, 419, 426, 429, 461, 495, 527, 539, 559, 574, 586, 605, 617, 622, 627, 634, 637]","[('the', 'DT')]",DET,POSITIVE,0.9636,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9636,84,0.4772727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,5.6437530517578125,-7.906484127044678
87,87,87,87,87,car,car,car,88,10,3,Verse 1: Will Smith,6,55,1,1,1,[88],"[('car', 'NN')]",N,POSITIVE,0.996,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.996,144,0.8181818181818182,pos_word_neg_line,Just the Two of Us,Will Smith,-10.969691276550293,3.3912899494171143
88,88,88,88,88,seat,seat,seat,89,10,3,Verse 1: Will Smith,6,56,1,1,1,[89],"[('seat', 'NN')]",N,POSITIVE,0.9957,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9957,143,0.8125,pos_word_neg_line,Just the Two of Us,Will Smith,-3.3422791957855225,5.7067928314208975
89,89,89,89,89,in,in,in,90,10,3,Verse 1: Will Smith,6,57,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.979,97,0.5511363636363636,pos_word_neg_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
90,90,90,90,90,right,right,right,91,10,3,Verse 1: Will Smith,6,58,2,2,2,"[70, 91]","[('right', 'NN')]",N,POSITIVE,0.9998,Took a hour just ta get the car seat in right, took a hour just to get the car seat in right,NEGATIVE,0.9973,-0.9973,1,0.019230769230769232,0.9998,175,0.9943181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,7.880128383636475,9.60316562652588
91,91,91,91,91,People,People,people,92,11,3,Verse 1: Will Smith,7,59,2,2,2,"[92, 544]","[('people', 'NNS')]",N,POSITIVE,0.9852,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9852,106,0.6022727272727273,pos_word_neg_line,Just the Two of Us,Will Smith,-12.247200012207033,1.5226600170135498
92,92,92,92,92,driving,driving,driving,93,11,3,Verse 1: Will Smith,7,60,1,1,1,[93],"[('driving', 'VBG')]",V,POSITIVE,0.9972,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9972,153,0.8693181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,-0.362305611371994,7.787310600280763
93,93,93,93,93,all,all,all,94,11,3,Verse 1: Will Smith,7,61,4,4,4,"[94, 163, 251, 271]","[('all', 'DT')]",DET,POSITIVE,0.9903,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9903,120,0.6818181818181818,pos_word_neg_line,Just the Two of Us,Will Smith,10.814867973327637,3.3703739643096924
94,94,94,94,94,"fast,",fast,fast,95,11,3,Verse 1: Will Smith,7,62,1,1,1,[95],"[('fast', 'NN')]",N,POSITIVE,0.9989,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9989,166,0.9431818181818182,pos_word_neg_line,Just the Two of Us,Will Smith,1.8590222597122192,3.3471589088439937
95,95,95,95,95,got,got,got,96,11,3,Verse 1: Will Smith,7,63,5,5,5,"[96, 100, 246, 393, 446]","[('got', 'VBD')]",V,POSITIVE,0.9995,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9995,172,0.9772727272727272,pos_word_neg_line,Just the Two of Us,Will Smith,0.1761544942855835,-8.16576099395752
96,96,96,96,96,me,me,me,97,11,3,Verse 1: Will Smith,7,64,8,8,8,"[97, 158, 231, 234, 242, 303, 364, 470]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9947,137,0.7784090909090909,pos_word_neg_line,Just the Two of Us,Will Smith,-1.7418439388275146,-1.4819971323013306
97,97,97,97,97,kinda,kinda,kinda,98,11,3,Verse 1: Will Smith,7,65,1,1,1,[98],"[('kinda', 'NN')]",N,POSITIVE,0.9517,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,0.9517,78,0.4431818181818182,pos_word_neg_line,Just the Two of Us,Will Smith,4.380909442901611,-2.2661402225494385
98,98,98,98,98,upset,upset,upset,99,11,3,Verse 1: Will Smith,7,66,1,1,1,[99],"[('upset', 'NN')]",N,NEGATIVE,0.9983,"People driving all fast, got me kinda upset", people driving all fast got me kinda upset,NEGATIVE,0.9961,-0.9961,4,0.07692307692307693,-0.9983,11,0.0625,neg_word_neg_line,Just the Two of Us,Will Smith,-8.944318771362305,1.4150540828704834
99,99,99,99,99,Got,Got,got,100,12,3,Verse 1: Will Smith,8,67,5,5,5,"[96, 100, 246, 393, 446]","[('got', 'VBD')]",V,POSITIVE,0.9995,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9995,172,0.9772727272727272,pos_word_pos_line,Just the Two of Us,Will Smith,0.1761544942855835,-8.16576099395752
100,100,100,100,100,you,you,you,101,12,3,Verse 1: Will Smith,8,68,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
101,101,101,101,101,home,home,home,102,12,3,Verse 1: Will Smith,8,69,1,1,1,[102],"[('home', 'NN')]",N,POSITIVE,0.9998,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,-5.79863977432251,10.724946022033693
102,102,102,102,102,"safe,",safe,safe,103,12,3,Verse 1: Will Smith,8,70,1,1,1,[103],"[('safe', 'JJ')]",ADJ,POSITIVE,0.9998,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9998,175,0.9943181818181818,pos_word_pos_line,Just the Two of Us,Will Smith,-4.365955829620361,-0.14768514037132266
103,103,103,103,103,placed,placed,placed,104,12,3,Verse 1: Will Smith,8,71,2,2,2,"[40, 104]","[('placed', 'VBN')]",V,POSITIVE,0.9978,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9978,156,0.8863636363636364,pos_word_pos_line,Just the Two of Us,Will Smith,-11.363348960876465,-2.8443574905395512
104,104,104,104,104,you,you,you,105,12,3,Verse 1: Will Smith,8,72,30,27,27,"[41, 53, 101, 105, 142, 175, 213, 225, 245, 256, 270, 281, 289, 300, 319, 328, 342, 346, 351, 374, 385, 433, 445, 547, 550, 553, 570, 598, 603, 641]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9991,168,0.9545454545454546,pos_word_pos_line,Just the Two of Us,Will Smith,-3.064016580581665,-4.1720709800720215
105,105,105,105,105,in,in,in,106,12,3,Verse 1: Will Smith,8,73,11,8,8,"[42, 59, 90, 106, 205, 357, 377, 425, 505, 565, 633]","[('in', 'IN')]",PREP,POSITIVE,0.979,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.979,97,0.5511363636363636,pos_word_pos_line,Just the Two of Us,Will Smith,7.949272155761719,-11.402522087097168
106,106,106,106,106,your,your,your,107,12,3,Verse 1: Will Smith,8,74,10,10,10,"[107, 125, 130, 247, 366, 394, 467, 518, 566, 577]","[('your', 'PRP$')]",PRON,POSITIVE,0.9981,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,0.9981,159,0.9034090909090908,pos_word_pos_line,Just the Two of Us,Will Smith,-3.180891513824463,-3.653992176055908
107,107,107,107,107,bassinet,bassinet,bassinet,108,12,3,Verse 1: Will Smith,8,75,1,1,1,[108],"[('bassinet', 'NN')]",N,NEGATIVE,0.6367,"Got you home safe, placed you in your bassinet", got you home safe placed you in your bassinet,POSITIVE,0.9856,0.9856,31,0.5961538461538461,-0.6367,48,0.2727272727272727,neg_word_pos_line,Just the Two of Us,Will Smith,-6.777493476867676,22.293109893798828
108,108,108,108,108,That,That,that,109,13,3,Verse 1: Will Smith,9,76,7,7,7,"[78, 109, 278, 286, 291, 481, 591]","[('that', 'IN')]",PREP,POSITIVE,0.9895,That night I don't think one wink I slept, that night I don't think one wink I slept,NEGATIVE,0.9901,-0.9901,10,0.19230769230769232,0.9895,118,0.6704545454545454,pos_word_neg_line,Just the Two of Us,Will Smith,14.896409034729006,-1.358898043632507
