,word_original,word_no_punctuation,word_can_search,word_index_in_song,line_index_in_song,stanza_index_in_song,stanza_description,line_index_in_stanza,word_index_in_line,count_with_all_chorus,count_with_first_chorus,count_with_no_chorus,list_of_indexes,textblob_pos_tags,broad_pos_tag,hugface_label,hugface_score,line_original,line_classified,line_label,line_score,line_positivity,line_positivity_rank,line_positivity_norm,word_positivity,word_positivity_rank,word_positivity_norm,positivity_bar_chart,song_name,artist_name,tsne_x_combined,tsne_y_combined
264,bring,bring,bring,265,42,6,Bridge,8,54,2,2,2,"[252, 265]","[('bring', 'NN')]",N,POSITIVE,0.9996,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9996,82,0.9647058823529412,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-5.623395919799805,6.844846725463867
265,my,my,my,266,42,6,Bridge,8,55,10,6,6,"[30, 39, 81, 105, 116, 266, 289, 294, 302, 313]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9935,54,0.6352941176470588,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.6082924008369446,-1.6376217603683472
266,baby,baby,baby,267,42,6,Bridge,8,56,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
267,to,to,to,268,42,6,Bridge,8,57,5,4,4,"[79, 162, 175, 191, 268]","[('to', 'TO')]",OTH,POSITIVE,0.9653,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9653,26,0.3058823529411765,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.259397268295288,-9.626677513122559
268,me?,me,me,269,42,6,Bridge,8,58,4,3,3,"[92, 192, 253, 269]","[('me', 'PRP')]",PRON,POSITIVE,0.9947,Won't you please bring my baby to me?, won't you please bring my baby to me,POSITIVE,0.9972,0.9972,27,0.75,0.9947,57,0.6705882352941176,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-1.9695935249328613,-2.2253599166870117
269,"Oh,",Oh,oh,270,43,7,Verse 3,1,1,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9807,38,0.4470588235294118,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
270,I,I,I,271,43,7,Verse 3,1,2,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9797,36,0.4235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
271,don't,don't,don't,272,43,7,Verse 3,1,3,6,6,6,"[2, 16, 52, 67, 77, 272]","[('do', 'VBP'), (""n't"", 'RB')]",MULT,NEGATIVE,0.9883,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,-0.9883,2,0.023529411764705882,neg_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.976262331008911,11.79769229888916
272,want,want,want,273,43,7,Verse 3,1,4,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.987,42,0.49411764705882355,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
273,a,a,a,274,43,7,Verse 3,1,5,5,5,5,"[4, 54, 95, 157, 274]","[('a', 'DT')]",DET,POSITIVE,0.9873,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9873,43,0.5058823529411764,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.8534393310546875,-9.708706855773926
274,lot,lot,lot,275,43,7,Verse 3,1,6,3,3,3,"[5, 55, 275]","[('lot', 'NN')]",N,POSITIVE,0.9982,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9982,70,0.8235294117647058,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,0.7147326469421387,-1.2963979244232178
275,for,for,for,276,43,7,Verse 3,1,7,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
276,Christmas,Christmas,christmas,277,43,7,Verse 3,1,8,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"Oh, I don't want a lot for Christmas", oh I don't want a lot for christmas,NEGATIVE,0.9987,-0.9987,3,0.08333333333333333,0.9993,80,0.9411764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
277,This,This,this,278,44,7,Verse 3,2,9,2,2,2,"[135, 278]","[('this', 'DT')]",DET,POSITIVE,0.9931,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.9931,52,0.611764705882353,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.0947625637054443,1.4805688858032227
278,is,is,is,279,44,7,Verse 3,2,10,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.9275,23,0.27058823529411763,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
279,all,all,all,280,44,7,Verse 3,2,11,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.9903,47,0.5529411764705883,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
280,I'm,I'm,I'm,281,44,7,Verse 3,2,12,2,2,2,"[145, 281]","[('I', 'PRP'), (""'m"", 'VBP')]",MULT,POSITIVE,0.9981,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.9981,69,0.8117647058823529,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,9.905272483825684,5.6194071769714355
281,asking,asking,asking,282,44,7,Verse 3,2,13,1,1,1,[282],"[('asking', 'VBG')]",V,POSITIVE,0.7753,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.7753,13,0.15294117647058825,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-2.4746246337890625,8.257467269897461
282,for,for,for,283,44,7,Verse 3,2,14,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.9701,28,0.32941176470588235,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
283,(Ah),Ah,ah,284,44,7,Verse 3,2,15,5,5,5,"[87, 169, 284, 345, 347]","[('ah', 'NN')]",N,POSITIVE,0.8809,This is all I'm asking for (Ah), this is all I'm asking for ah,NEGATIVE,0.8491,-0.8491,11,0.3055555555555556,0.8809,19,0.2235294117647059,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,2.5256364345550537,5.281802654266357
284,I,I,I,285,45,7,Verse 3,3,16,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
285,just,just,just,286,45,7,Verse 3,3,17,8,5,5,"[10, 26, 60, 101, 146, 183, 286, 298]","[('just', 'RB')]",ADV,POSITIVE,0.8226,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.8226,16,0.18823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.636667251586914,1.2784091234207153
286,wanna,wanna,wanna,287,45,7,Verse 3,3,18,1,1,1,[287],"[('wan', 'NN'), ('na', 'NN')]",MULT,POSITIVE,0.9731,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.9731,32,0.3764705882352941,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.6442177295684814,-10.099349975585938
287,see,see,see,288,45,7,Verse 3,3,19,1,1,1,[288],"[('see', 'VB')]",V,POSITIVE,0.9984,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.9984,72,0.8470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-1.5295735597610474,-9.658751487731934
288,my,my,my,289,45,7,Verse 3,3,20,10,6,6,"[30, 39, 81, 105, 116, 266, 289, 294, 302, 313]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.9935,54,0.6352941176470588,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.6082924008369446,-1.6376217603683472
289,baby,baby,baby,290,45,7,Verse 3,3,21,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,I just wanna see my baby, I just wanna see my baby,POSITIVE,0.9994,0.9994,33,0.9166666666666666,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
290,Standing,Standing,standing,291,46,7,Verse 3,4,22,1,1,1,[291],"[('standing', 'VBG')]",V,POSITIVE,0.9997,Standing right outside my door, standing right outside my door,NEGATIVE,0.6114,-0.6114,14,0.3888888888888889,0.9997,83,0.9764705882352941,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-3.0441179275512695,2.3310341835021973
291,right,right,right,292,46,7,Verse 3,4,23,1,1,1,[292],"[('right', 'NN')]",N,POSITIVE,0.9998,Standing right outside my door, standing right outside my door,NEGATIVE,0.6114,-0.6114,14,0.3888888888888889,0.9998,84,0.9882352941176471,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,0.45921260118484497,1.4953161478042603
292,outside,outside,outside,293,46,7,Verse 3,4,24,1,1,1,[293],"[('outside', 'IN')]",PREP,POSITIVE,0.9112,Standing right outside my door, standing right outside my door,NEGATIVE,0.6114,-0.6114,14,0.3888888888888889,0.9112,20,0.23529411764705882,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-1.434260606765747,2.71889591217041
293,my,my,my,294,46,7,Verse 3,4,25,10,6,6,"[30, 39, 81, 105, 116, 266, 289, 294, 302, 313]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Standing right outside my door, standing right outside my door,NEGATIVE,0.6114,-0.6114,14,0.3888888888888889,0.9935,54,0.6352941176470588,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-0.6082924008369446,-1.6376217603683472
294,door,door,door,295,46,7,Verse 3,4,26,1,1,1,[295],"[('door', 'NN')]",N,POSITIVE,0.9774,Standing right outside my door, standing right outside my door,NEGATIVE,0.6114,-0.6114,14,0.3888888888888889,0.9774,34,0.4,pos_word_neg_line,All I Want for Christmas Is You,Mariah Carey,-5.501645565032959,-4.688236236572266
295,"Oh,",Oh,oh,296,47,8,Chorus,1,1,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
296,I,I,I,297,47,8,Chorus,1,2,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
297,just,just,just,298,47,8,Chorus,1,3,8,5,5,"[10, 26, 60, 101, 146, 183, 286, 298]","[('just', 'RB')]",ADV,POSITIVE,0.8226,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.8226,16,0.18823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.636667251586914,1.2784091234207153
298,want,want,want,299,47,8,Chorus,1,4,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
299,you,you,you,300,47,8,Chorus,1,5,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
300,for,for,for,301,47,8,Chorus,1,6,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
301,my,my,my,302,47,8,Chorus,1,7,10,6,6,"[30, 39, 81, 105, 116, 266, 289, 294, 302, 313]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9935,54,0.6352941176470588,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.6082924008369446,-1.6376217603683472
302,own,own,own,303,47,8,Chorus,1,8,3,1,1,"[31, 106, 303]","[('own', 'JJ')]",ADJ,POSITIVE,0.9987,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9987,74,0.8705882352941177,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.600689172744751,-3.6044297218322754
303,(Ooh),Ooh,ooh,304,47,8,Chorus,1,9,7,1,1,"[107, 114, 188, 195, 304, 311, 371]","[('ooh', 'NN')]",N,POSITIVE,0.9856,"Oh, I just want you for my own (Ooh)", oh I just want you for my own ooh,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9856,41,0.4823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.8833465576171875,6.231207370758057
304,More,More,more,305,48,8,Chorus,2,10,4,1,1,"[32, 108, 197, 305]","[('more', 'RBR')]",ADV,POSITIVE,0.9969,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.5440754890441895,-3.1893484592437744
305,than,than,than,306,48,8,Chorus,2,11,3,1,1,"[33, 109, 306]","[('than', 'IN')]",PREP,POSITIVE,0.9804,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.9804,37,0.43529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-10.533031463623047,2.2100679874420166
306,you,you,you,307,48,8,Chorus,2,12,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
307,could,could,could,308,48,8,Chorus,2,13,3,1,1,"[35, 111, 308]","[('could', 'MD')]",V,POSITIVE,0.8509,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.8509,17,0.2,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,1.3069301843643188,10.398226737976074
308,ever,ever,ever,309,48,8,Chorus,2,14,3,1,1,"[36, 112, 309]","[('ever', 'RB')]",ADV,POSITIVE,0.997,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.997,63,0.7411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,7.0739359855651855,-0.9631338119506836
309,know,know,know,310,48,8,Chorus,2,15,3,1,1,"[37, 113, 310]","[('know', 'VB')]",V,POSITIVE,0.9948,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.9948,58,0.6823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,0.7088367342948914,-11.155006408691406
310,(Ooh),Ooh,ooh,311,48,8,Chorus,2,16,7,1,1,"[107, 114, 188, 195, 304, 311, 371]","[('ooh', 'NN')]",N,POSITIVE,0.9856,More than you could ever know (Ooh), more than you could ever know ooh,POSITIVE,0.9979,0.9979,29,0.8055555555555556,0.9856,41,0.4823529411764706,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.8833465576171875,6.231207370758057
311,Make,Make,make,312,49,8,Chorus,3,17,5,3,3,"[38, 91, 115, 156, 312]","[('make', 'VB')]",V,POSITIVE,0.9996,Make my wish come true, make my wish come true,POSITIVE,0.9935,0.9935,24,0.6666666666666666,0.9996,82,0.9647058823529412,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.343700408935547,7.995072364807129
312,my,my,my,313,49,8,Chorus,3,18,10,6,6,"[30, 39, 81, 105, 116, 266, 289, 294, 302, 313]","[('my', 'PRP$')]",PRON,POSITIVE,0.9935,Make my wish come true, make my wish come true,POSITIVE,0.9935,0.9935,24,0.6666666666666666,0.9935,54,0.6352941176470588,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-0.6082924008369446,-1.6376217603683472
313,wish,wish,wish,314,49,8,Chorus,3,19,4,2,2,"[40, 117, 140, 314]","[('wish', 'NN')]",N,POSITIVE,0.9715,Make my wish come true, make my wish come true,POSITIVE,0.9935,0.9935,24,0.6666666666666666,0.9715,31,0.36470588235294116,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-5.734954357147217,3.4373152256011963
314,come,come,come,315,49,8,Chorus,3,20,3,1,1,"[41, 118, 315]","[('come', 'VB')]",V,POSITIVE,0.9984,Make my wish come true, make my wish come true,POSITIVE,0.9935,0.9935,24,0.6666666666666666,0.9984,72,0.8470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-5.6230034828186035,6.7775654792785645
315,true,true,true,316,49,8,Chorus,3,21,3,1,1,"[42, 119, 316]","[('true', 'JJ')]",ADJ,POSITIVE,0.9999,Make my wish come true, make my wish come true,POSITIVE,0.9935,0.9935,24,0.6666666666666666,0.9999,85,1.0,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,4.494419574737549,3.0732946395874023
316,Oh,Oh,oh,317,50,8,Chorus,4,22,14,11,11,"[129, 201, 212, 233, 234, 240, 248, 260, 261, 270, 296, 317, 346, 348]","[('oh', 'NN')]",N,POSITIVE,0.9807,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9807,38,0.4470588235294118,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,2.5728187561035156,5.208672523498535
317,"baby,",baby,baby,318,50,8,Chorus,4,23,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
318,all,all,all,319,50,8,Chorus,4,24,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
319,I,I,I,320,50,8,Chorus,4,25,33,27,26,"[1, 13, 15, 25, 44, 51, 63, 66, 76, 100, 121, 130, 137, 144, 154, 170, 182, 199, 204, 242, 256, 271, 285, 297, 320, 329, 338, 350, 359, 367, 373, 381, 384]","[('I', 'PRP')]",PRON,POSITIVE,0.9797,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9797,36,0.4235294117647059,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.4980101585388184,-2.9368908405303955
320,want,want,want,321,50,8,Chorus,4,26,19,13,13,"[3, 27, 45, 53, 102, 122, 184, 205, 273, 299, 321, 330, 339, 351, 360, 369, 374, 382, 386]","[('want', 'NN')]",N,POSITIVE,0.987,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.987,42,0.49411764705882355,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-4.747140407562256,3.3684213161468506
321,for,for,for,322,50,8,Chorus,4,27,19,14,14,"[6, 29, 46, 56, 104, 123, 133, 141, 166, 206, 276, 283, 301, 322, 331, 340, 352, 361, 375]","[('for', 'IN')]",PREP,POSITIVE,0.9701,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9701,28,0.32941176470588235,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,6.148812294006348,-6.937467098236084
322,Christmas,Christmas,christmas,323,50,8,Chorus,4,28,16,13,13,"[7, 23, 47, 57, 74, 98, 124, 136, 207, 277, 323, 332, 341, 353, 362, 376]","[('christmas', 'NN')]",N,POSITIVE,0.9993,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9993,80,0.9411764705882353,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-8.733607292175293,-5.057106971740723
323,is,is,is,324,50,8,Chorus,4,29,14,11,11,"[9, 48, 59, 125, 208, 238, 279, 324, 333, 342, 354, 363, 377, 387]","[('is', 'VBZ')]",V,POSITIVE,0.9275,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9275,23,0.27058823529411763,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,3.536557912826538,-11.414331436157227
324,you,you,you,325,50,8,Chorus,4,30,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"Oh baby, all I want for Christmas is you", oh baby all I want for christmas is you,POSITIVE,0.9942,0.9942,25,0.6944444444444444,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
325,"You,",You,you,326,51,9,Outro,1,1,24,14,14,"[28, 34, 49, 103, 110, 126, 127, 185, 209, 210, 251, 263, 300, 307, 325, 326, 334, 336, 343, 355, 357, 364, 378, 388]","[('you', 'PRP')]",PRON,POSITIVE,0.9991,"You, baby", you baby,POSITIVE,0.9993,0.9993,32,0.8888888888888888,0.9991,78,0.9176470588235294,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-2.6561949253082275,-1.8547890186309814
326,baby,baby,baby,327,51,9,Outro,1,2,14,10,10,"[128, 202, 211, 223, 267, 290, 318, 327, 335, 344, 356, 365, 370, 379]","[('baby', 'NN')]",N,POSITIVE,0.9969,"You, baby", you baby,POSITIVE,0.9993,0.9993,32,0.8888888888888888,0.9969,62,0.7294117647058823,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,-3.061621904373169,-3.1622283458709717
327,All,All,all,328,52,9,Outro,2,3,14,11,11,"[43, 120, 203, 213, 280, 319, 328, 337, 349, 358, 366, 372, 380, 383]","[('all', 'DT')]",DET,POSITIVE,0.9903,"All I want for Christmas is you, baby (You)", all I want for christmas is you baby you,POSITIVE,0.9991,0.9991,30,0.8333333333333334,0.9903,47,0.5529411764705883,pos_word_pos_line,All I Want for Christmas Is You,Mariah Carey,5.911248683929443,-0.37395790219306946
