,word_can_search,m_w_definition,m_w_synonyms,m_w_synonyms_in_data,m_w_antonyms,m_w_antonyms_in_data
172,no,"['not', '—used as a function word to express the negative of an alternative choice or possibility', 'in no respect or degree —used in comparisons']","[['never', 'none', 'nothing', 'noway', 'nowise'], ['hardly', 'ill', 'none', 'noway', 'scarcely']]",['nothing'],"[['anyhow', 'anyway', 'anywise', 'at all', 'ever', 'half', 'however'], ['absolutely', 'certainly', 'completely', 'definitely', 'positively', 'surely']]",[]
173,shame,"['a painful emotion caused by consciousness of guilt, shortcoming, or impropriety', 'the susceptibility to such emotion', 'a condition of humiliating disgrace or disrepute : ignominy']","[['contriteness', 'contrition', 'guilt', 'penitence', 'regret', 'remorse', 'remorsefulness', 'repentance', 'rue', 'self-reproach'], ['crime', 'disgrace', 'pity', 'sin'], ['discredit', 'disesteem', 'disgrace', 'dishonor', 'disrepute', 'ignominy', 'infamy', 'obloquy', 'odium', 'opprobrium', 'reproach']]",[],"[['impenitence', 'remorselessness'], ['esteem', 'honor', 'respect']]",['honor']
174,didn't,['did not'],[],[],[],[]
175,work,"['to perform work or fulfill duties regularly for wages or salary', 'to perform or carry through a task requiring sustained effort or continuous repeated operations', 'to exert oneself physically or mentally especially in sustained effort for a purpose or under compulsion or necessity']","[['beget', 'breed', 'bring', 'bring about', 'bring on', 'catalyze', 'cause', 'create', 'do', 'draw on', 'effect', 'effectuate', 'engender', 'generate', 'induce', 'invoke', 'make', 'occasion', 'produce', 'prompt', 'result (in)', 'spawn', 'translate (into)', 'yield'], ['answer', 'break', 'crack', 'dope (out)', 'figure out', 'puzzle (out)', 'resolve', 'riddle (out)', 'solve', 'unravel', 'unriddle', 'work out'], ['act', 'function', 'perform', 'serve'], ['act', 'operate', 'perform', 'take'], ['actuate', 'drive', 'impel', 'move', 'propel'], ['handle', 'operate', 'run'], ['bang away', 'beaver (away)', 'dig (away)', 'drudge', 'endeavor', 'fag', 'grub', 'hump', 'hustle', 'labor', 'moil', 'peg (away)', 'plod', 'plow', 'plug', 'slave', 'slog', 'strain', 'strive', 'struggle', 'sweat', 'toil', 'travail', 'tug'], ['abuse', 'capitalize (on)', 'cash in (on)', 'exploit', 'impose (on or upon)', 'leverage', 'milk', 'pimp', 'play (on or upon)', 'use']]","['do', 'make', 'break', 'take']",[],[]
176,mom,['a female parent : mother — often used as a name'],"[['ma', 'mama', 'mammy', 'mater', 'mommy', 'mother', 'old lady']]",[],[],[]
177,yo,"['—used especially to call attention, to indicate attentiveness, or to express affirmation']","[['all right', 'alright', 'aye', 'exactly', 'OK', 'okeydoke', 'yea', 'yeah', 'yep', 'yes']]",[],"[['nay', 'no', 'no way', 'scarcely']]",['no']
178,push,"['to press against with force in order to drive or impel', 'to move or endeavor to move away or ahead by steady pressure without striking', 'to thrust forward, downward, or outward']","[['drive', 'propel', 'shove', 'thrust'], ['bore', 'bull', 'bulldoze', 'crash', 'elbow', 'jam', 'jostle', 'muscle', 'press', 'shoulder', 'squeeze']]",['shove'],[],[]
179,come,"['to move toward something : approach', 'to move or journey to a vicinity with a specified purpose', 'to reach a particular station in a series']","[['advance', 'approach', 'near', 'nigh'], ['appear', 'arrive', 'get in', 'get through', 'land', 'show up', 'turn up'], ['become', 'get', 'go', 'grow', 'run', 'turn', 'wax'], ['be', 'befall', 'betide', 'chance', 'come about', 'come down', 'come off', 'cook', 'do', 'go down', 'go on', 'hap', 'happen', 'occur', 'pass', 'transpire'], ['advance', 'come along', 'do', 'fare', 'forge', 'get along', 'get on', 'go', 'go along', 'go off', 'march', 'pace', 'proceed', 'progress']]","['get', 'go', 'be', 'do']","[['go', 'recede (from)', 'retreat', 'withdraw'], ['go', 'leave'], ['remain', 'stand', 'stay', 'stop']]",['go']
180,shove,"['to push along', 'to push or put in a rough, careless, or hasty manner : thrust', 'to force by other than physical means : compel']","[['drive', 'propel', 'push', 'thrust'], ['bear (down on)', 'depress', 'press', 'weigh (on or upon)']]",['push'],[],[]
181,was,[],"[['breathed', 'existed', 'lived', 'subsisted'], ['bore', 'lay', 'sat', 'stood'], ['graded', 'placed', 'ranked', 'rated', 'stood'], ['befell', 'betided', 'came', 'came about', 'came down', 'came off', 'chanced', 'cooked', 'did', 'happed', 'happened', 'occurred', 'passed', 'transpired', 'went down', 'went on']]","['placed', 'came']","[['departed', 'died', 'expired', 'passed away', 'perished', 'succumbed']]",[]
182,conceived,"['to become pregnant with (young)', 'to cause to begin : originate', ""to take into one's mind""]","[['envisaged', 'envisioned', 'pictured', 'visualized', 'unbelievable', 'unconvincing', 'unlikely', 'daydreamlike', 'deceptive', 'delusional', 'delusive', 'hallucinatory', 'illusory', 'phantasmagoric', 'abstract', 'hypothetical', 'theoretical', 'concocted', 'fabricated', 'feigned', 'fictive', 'fabled', 'legendary', 'romantic', 'inexistent', 'nonexistent', 'chimerical', 'fabulous', 'fanciful', 'fantasied', 'fantastic', 'fictional', 'fictitious', 'ideal', 'imaginal', 'imaginary', 'imagined', 'invented', 'made-up', 'make-believe', 'mythical', 'notional', 'phantasmal', 'phantasmic', 'phantom', 'pretend', 'unreal', 'visionary']]",['pretend'],"[['actual', 'existent', 'existing', 'real', 'authentic', 'genuine', 'true', 'factual', 'verifiable', 'verified', 'believable', 'convincing', 'realistic', 'corporeal', 'material', 'physical', 'solid', 'substantial', 'palpable', 'tangible']]",['true']
183,so,"['in a manner or way indicated or suggested —often used as a substitute for a preceding clause', 'in the same manner or way : also', 'thus']","[['accordingly', 'consequently', 'ergo', 'hence', 'therefore', 'thereupon', 'thus', 'wherefore'], ['alike', 'also', 'correspondingly', 'ditto', 'likewise', 'similarly'], ['achingly', 'almighty', 'archly', 'awful', 'awfully', 'badly', 'beastly', 'blisteringly', 'bone', 'colossally', 'corking', 'cracking', 'damn', 'damned', 'dang', 'deadly', 'desperately', 'eminently', 'enormously', 'especially', 'ever', 'exceedingly', 'extra', 'extremely', 'fabulously', 'fantastically', 'far', 'fiercely', 'filthy', 'frightfully', 'full', 'greatly', 'heavily', 'highly', 'hugely', 'immensely', 'incredibly', 'intensely', 'jolly', 'majorly', 'mightily', 'mighty', 'monstrous', 'mortally', 'most', 'much', 'particularly', 'passing', 'rattling', 'real', 'really', 'right', 'roaring', 'roaringly', 'seriously', 'severely', 'sore', 'sorely', 'spanking', 'specially', 'stinking', 'such', 'super', 'supremely', 'surpassingly', 'terribly', 'that', 'thumping', 'too', 'unco', 'uncommonly', 'vastly', 'very', 'vitally', 'way', 'whacking', 'wicked', 'wildly'], ['all right', 'alright', 'assuredly', 'certainly', 'clearly', 'definitely', 'doubtless', 'easily', 'forsooth', 'hands down', 'inarguably', 'incontestably', 'incontrovertibly', 'indeed', 'indisputably', 'plainly', 'really', 'sure', 'surely', 'truly', 'unarguably', 'undeniably', 'undoubtedly', 'unquestionably']]","['much', 'right', 'that', 'too', 'very']","[['differently', 'dissimilarly', 'otherwise'], ['little', 'negligibly', 'nominally', 'slightly', 'somewhat']]",['little']
184,world,"['the earthly state of human existence', 'life after death —used with a qualifier', 'the earth with its inhabitants and all things upon it']","[['folks', 'humanity', 'humankind', 'people', 'public', 'species'], ['earth', 'globe', 'planet'], ['cosmos', 'creation', 'macrocosm', 'nature', 'universe'], ['galaxy', 'light-year']]",['people'],[],[]
185,attacks,"['to set upon or work against forcefully', 'to assail with unfriendly or bitter words', 'to begin to affect or to act on injuriously']","[['aggressions', 'assaults', 'attempts', 'blitzes', 'blitzkriegs', 'charges', 'coups de main', 'descents', 'offenses', 'offensives', 'onsets', 'onslaughts', 'raids', 'rushes', 'strikes'], ['accesses', 'bouts', 'cases', 'fits', 'seizures', 'sieges', 'spells', 'turns']]",[],[],[]
186,slide,"['to move smoothly along a surface : slip', 'to coast over snow or ice', 'to fall or dive feetfirst or headfirst when approaching a base']","[['lurk', 'mooch', 'mouse', 'pussyfoot', 'shirk', 'skulk', 'slink', 'slip', 'snake', 'sneak', 'steal'], ['bowl', 'breeze', 'brush', 'coast', 'cruise', 'drift', 'flow', 'glide', 'roll', 'sail', 'skim', 'slip', 'stream', 'sweep', 'whisk'], ['belly', 'crawl', 'creep', 'grovel', 'slither', 'snake', 'worm', 'wriggle']]",[],"[['flounder', 'struggle']]",[]
187,off,"['from a place or position; specifically : away from land', 'at a distance in space or time', 'from a course : aside; specifically : away from the wind']","[['away', 'down', 'fro', 'hence', 'out']]",['out'],[],[]
188,track,"['a footprint whether recent or fossil', 'detectable evidence (such as the wake of a ship, a line of footprints, or a wheel rut) that something has passed', 'a path made by or as if by repeated footfalls : trail']","[['imprint', 'trace', 'trail'], ['footpath', 'path', 'pathway', 'trace', 'trail'], ['course', 'line', 'path', 'pathway', 'route', 'routeway', 'steps', 'way']]",['line'],[],[]
189,remember,"['to bring to mind or think of again', 'bethink', 'remind']","[['flash back (to)', 'hark back (to)', 'harken back (to)', 'hearken back (to)', 'mind', 'recall', 'recollect', 'reminisce (about)', 'reproduce', 'think (of)']]",['mind'],"[['disremember', 'forget', 'unlearn']]",[]
190,fact,"['something that has actual existence', 'an actual occurrence', 'a piece of information presented as having objective reality']","[['actuality', 'factuality', 'materiality', 'reality'], ['actuality', 'case', 'materiality', 'reality'], ['datum', 'detail', 'nicety', 'particular', 'particularity', 'point', 'specific'], ['data', 'information']]",['case'],"[['irreality', 'unreality'], ['fantasy', 'fiction', 'illusion']]",[]
191,back,"['the rear part of the human body especially from the neck to the end of the spine', 'the body considered as the wearer of clothes', 'capacity for labor, effort, or endurance']","[['ago', 'agone', 'since', 'syne'], ['about', 'around', 'backward', 'round'], ['backward', 'rearward']]",[],"[['hence'], ['ahead', 'along', 'forth', 'forward', 'forwards', 'on', 'onward']]",['on']
192,it's,['it is : it has'],"[['axis', 'base', 'capital', 'center', 'central', 'core', 'cynosure', 'epicenter', 'eye', 'focus', 'ground zero', 'heart', 'hub', 'locus', 'mecca', 'navel', 'nerve center', 'nexus', 'nucleus', 'omphalos', 'seat']]","['heart', 'seat']",[],[]
193,full-time,"['employed for or involving full time', ""devoting one's full attention and energies to something""]",[],[],[],[]
194,job,"['a regular remunerative position', 'a specific duty, role, or function', 'something that has to be done : task']","[['appointment', 'berth', 'billet', 'capacity', 'connection', 'function', 'place', 'position', 'post', 'situation'], ['assignment', 'chore', 'duty', 'task'], ['assignment', 'brief', 'business', 'charge', 'detail', 'mission', 'operation', 'post'], ['business', 'capacity', 'function', 'part', 'place', 'position', 'purpose', 'role', 'task', 'work'], ['bear', 'beast', 'chore', 'headache', 'killer', 'labor']]","['place', 'work']",[],[]
195,much,"['great in quantity, amount, extent, or degree', 'great in importance or significance', 'many in number']","[['big', 'consequential', 'earth-shattering', 'earthshaking', 'eventful', 'historic', 'important', 'major', 'material', 'meaningful', 'momentous', 'monumental', 'significant', 'substantial', 'tectonic', 'weighty']]",[],"[['inconsequential', 'inconsiderable', 'insignificant', 'little', 'minor', 'negligible', 'slight', 'small', 'trifling', 'trivial', 'unimportant']]",['little']
196,stuff,"['materials, supplies, or equipment used in various activities: such as', 'military baggage', 'personal property']","[['capability', 'credentials', 'goods', 'qualification'], ['making', 'material', 'raw material', 'substance', 'timber'], ['being', 'essence', 'essentiality', 'nature', 'quiddity', 'quintessence', 'soul', 'substance'], ['belongings', 'chattels', 'duds', 'effects', 'gear', 'goods', 'holdings', 'movables', 'paraphernalia', 'personal effects', 'personal property', 'personalty', 'plunder', 'possession', 'things'], ['accoutrements', 'apparatus', 'equipment', 'gear', 'hardware', 'kit', 'material(s)', 'matériel', 'outfit', 'paraphernalia', 'tackle']]","['making', 'things']",[],[]
197,had,[],"[['commanded', 'enjoyed', 'held', 'owned', 'possessed', 'retained'], ['accepted', 'took'], ['birthed', 'bore', 'delivered', 'dropped', 'mothered', 'produced'], ['bamboozled', 'beguiled', 'bluffed', 'buffaloed', 'burned', 'caught', 'conned', 'cozened', 'deceived', 'deluded', 'duped', 'faked out', 'fooled', 'gaffed', 'gammoned', 'gulled', 'had on', 'hoaxed', 'hoodwinked', 'hornswoggled', 'humbugged', 'juggled', 'misguided', 'misinformed', 'misled', 'snookered', 'snowed', 'spoofed', 'strung along', 'sucked in', 'suckered', 'took in', 'tricked'], ['endured', 'experienced', 'felt', 'knew', 'passed', 'saw', 'suffered', 'sustained', 'tasted', 'underwent', 'witnessed'], ['allowed', 'green-lighted', 'permitted', 'suffered'], ['bought', 'bribed', 'corrupted', 'paid off', 'squared'], ['bore', 'cherished', 'entertained', 'harbored', 'held', 'nursed']]","['took', 'felt', 'knew']","[['lacked', 'wanted'], ['declined', 'denied', 'disallowed', 'disapproved', 'negatived', 'refused', 'rejected', 'spurned', 'turned down', 'vetoed'], ['undeceived'], ['banned', 'enjoined', 'forbade', 'prohibited', 'proscribed', 'vetoed']]",[]
198,gotta,"['—used for ""got to"" in informal speech and in representations of such speech']",[],[],[],[]
199,study,"['a state of contemplation : reverie', 'application of the mental faculties to the acquisition of knowledge', 'such application in a particular field or to a specific subject']","[['delving', 'disquisition', 'examen', 'examination', 'exploration', 'inquest', 'inquiry', 'inquisition', 'investigation', 'probation', 'probe', 'probing', 'research'], ['daydreaming', 'reverie', 'trance', 'woolgathering'], ['account', 'advisement', 'consideration', 'debate', 'deliberation', 'reflection', 'thought']]",[],[],[]
200,keep,"[""to retain in one's possession or power"", 'to refrain from granting, giving, or allowing', 'to have in control']","[['celebrate', 'commemorate', 'observe'], ['hold', 'reserve', 'retain', 'withhold'], ['answer', 'complete', 'comply (with)', 'fill', 'fulfill', 'meet', 'redeem', 'satisfy'], ['put up', 'reposit', 'store', 'stow'], ['maintain', 'provide (for)', 'support'], ['administer', 'administrate', 'carry on', 'conduct', 'control', 'direct', 'govern', 'guide', 'handle', 'manage', 'operate', 'overlook', 'oversee', 'preside (over)', 'regulate', 'run', 'steward', 'superintend', 'supervise', 'tend'], ['bridle', 'check', 'constrain', 'contain', 'control', 'curb', 'govern', 'hold', 'inhibit', 'measure', 'pull in', 'regulate', 'rein (in)', 'restrain', 'rule', 'tame'], ['bulwark', 'cover', 'defend', 'fence', 'fend', 'forfend', 'guard', 'protect', 'safeguard', 'screen', 'secure', 'shield', 'ward']]","['hold', 'meet']","[['break', 'transgress', 'violate'], ['give up', 'hand over', 'release', 'relinquish', 'surrender', 'yield'], ['breach', 'break', 'transgress', 'violate'], ['lose'], ['assail', 'assault', 'attack']]","['break', 'lose']"
201,changing,"['to make different in some particular : alter', 'to make radically different : transform', 'to give a different position, course, or direction to']","[['erratic', 'fluctuating', 'irregular', 'unequal', 'uneven', 'unstable', 'unsteady', 'varying']]",[],"[['changeless', 'constant', 'stable', 'steady', 'unchanging', 'unvarying']]",[]
202,times,['multiplied by'],"[['moments', 'occasions'], ['adventures', 'emprises', 'experiences', 'exploits', 'gests', 'happenings'], ['ages', 'days', 'epochs', 'eras', 'periods'], ['continuances', 'dates', 'durations', 'life spans', 'lifetimes', 'lives', 'runs', 'standings']]",[],[],[]
203,101,[],[],[],[],[]
204,dalmations,[],[],[],[],[]
205,on,"['—used as a function word to indicate position in contact with and supported by the top surface of', '—used as a function word to indicate position in or in contact with an outer surface', '—used as a function word to indicate position in close proximity with']","[['about', 'apropos', 'apropos of', 'as far as', 'as for', 'as regards', 'as to', 'concerning', 'of', 'regarding', 'respecting', 'touching', 'toward'], ['against', 'upon']]","['of', 'against']",[],[]
206,cd-rom,['a CD containing computer data that cannot be altered'],[],[],[],[]
207,I'm,['I am'],[],[],[],[]
208,trying,['severely straining the powers of endurance'],"[['bitter', 'brutal', 'burdensome', 'cruel', 'excruciating', 'grievous', 'grim', 'hard', 'hardhanded', 'harsh', 'heavy', 'inhuman', 'murderous', 'onerous', 'oppressive', 'rough', 'rugged', 'searing', 'severe', 'stiff', 'tough']]",['tough'],"[['easy', 'light', 'soft']]",['easy']
209,pretend,"['to give a false appearance of being, possessing, or performing', 'to make believe : feign', 'to claim, represent, or assert falsely']","[['dissemble', 'dissimulate', 'let on', 'make out'], ['act', 'affect', 'assume', 'bluff', 'counterfeit', 'dissemble', 'fake', 'feign', 'pass (for)', 'profess', 'put on', 'sham', 'simulate']]",[],[],[]
210,pc,"['parsec', 'after a meal', 'after meals']",[],[],[],[]
211,where,"['at, in, or to what place', 'at, in, or to what situation, position, direction, circumstances, or respect', 'here, there']","[['whereabouts', 'whither'], ['how', 'wherein']]",['how'],[],[]
212,cd,"['candela', 'candle', 'cord']",[],[],[],[]
213,go,"['to move on a course : proceed', 'to travel to a place', 'to travel to and stay in a place for a period of time']","[['advance', 'come', 'come along', 'do', 'fare', 'forge', 'get along', 'get on', 'go along', 'go off', 'march', 'pace', 'proceed', 'progress'], ['bail', 'bail out', 'begone', 'book', 'bugger off', 'bug off', 'bug out', 'buzz (off)', 'clear off', 'clear out', 'cut out', 'depart', 'dig out', 'exit', 'get', 'get off', 'go off', 'move', 'pack (up or off)', 'part', 'peel off', 'pike (out or off)', 'pull out', 'push off', 'push on', 'quit', 'run along', 'sally (forth)', 'scarper', 'shove (off)', 'step (along)', 'take off', 'vamoose', 'walk out'], ['befit', 'beseem', 'do', 'fit', 'serve', 'suit'], ['accord', 'agree', 'answer', 'check', 'chord', 'cohere', 'coincide', 'comport', 'conform', 'consist', 'correspond', 'dovetail', 'fit', 'harmonize', 'jibe', 'rhyme', 'sort', 'square', 'tally'], ['bear', 'extend', 'head', 'lead', 'lie', 'run'], ['become', 'come', 'get', 'grow', 'run', 'turn', 'wax'], ['buckle', 'cave (in)', 'collapse', 'crumple', 'founder', 'give', 'go out', 'implode', 'tumble', 'yield'], ['belong'], ['decay', 'droop', 'emaciate', 'fade', 'fail', 'flag', 'lag', 'languish', 'sag', 'sink', 'waste (away)', 'weaken', 'wilt', 'wither'], ['course', 'cover', 'cross', 'cut (across)', 'follow', 'navigate', 'pass (over)', 'perambulate', 'peregrinate', 'proceed (along)', 'track', 'transit', 'travel', 'traverse'], ['range', 'run', 'vary'], ['bet', 'gamble', 'lay', 'play', 'put', 'stake', 'wager'], ['aim', 'allow', 'aspire', 'calculate', 'contemplate', 'design', 'intend', 'look', 'mean', 'meditate', 'plan', 'propose', 'purport', 'purpose'], ['break off', 'break up', 'cease', 'close', 'conclude', 'dead-end', 'determine', 'die', 'discontinue', 'elapse', 'end', 'expire', 'finish', 'halt', 'lapse', 'leave off', 'let up', 'pass', 'quit', 'stop', 'terminate', 'wind up', 'wink (out)'], ['afford', 'swing'], ['abide', 'absorb', 'accept', 'bear', 'bide', 'brook', 'countenance', 'endure', 'hack', 'handle', 'meet', 'pocket', 'stand', 'stick out', 'stomach', 'support', 'sustain', 'sweat out', 'take', 'tolerate', 'wear'], ['check out', 'conk (out)', 'croak', 'decease', 'demise', 'depart', 'die', 'drop', 'end', 'exit', 'expire', 'fall', 'flatline', 'kick in', 'kick off', 'part', 'pass (on)', 'pass away', 'peg out', 'perish', 'pop off', 'step out', 'succumb'], ['click', 'come off', 'deliver', 'go over', 'pan out', 'succeed', 'work out']]","['come', 'do', 'get', 'head', 'track', 'look', 'meet', 'take']","[['remain', 'stand', 'stay', 'stop'], ['arrive', 'come', 'show up', 'turn up'], ['differ (from)', 'disagree (with)'], ['continue', 'hang on', 'persist'], ['breathe', 'live'], ['bomb', 'collapse', 'fail', 'flop', 'flunk', 'fold', 'founder', 'miss', 'strike out', 'wash out']]",['come']
214,nothing,"['not any thing : no thing', 'no part', 'one of no interest, value, or consequence']","[['cipher', 'dwarf', 'half-pint', 'insect', 'insignificancy', 'lightweight', 'morsel', 'nobody', 'nonentity', 'nullity', 'number', 'pip-squeak', 'pygmy', 'shrimp', 'snippersnapper', 'twerp', 'whippersnapper', 'zero', 'zilch'], ['bagatelle', ""child's play"", 'frippery', 'nonproblem', 'picayune', 'shuck(s)', 'small beer', 'small change', 'trifle', 'triviality'], ['aught', 'cipher', 'goose egg', 'naught', 'nil', 'o', 'oh', 'zero', 'zilch', 'zip']]",[],"[['big shot', 'big wheel', 'bigwig', 'eminence', 'figure', 'kahuna', 'kingpin', 'magnate', 'nabob', 'personage', 'somebody', 'VIP']]",[]
215,promised,"['to pledge to do, bring about, or provide', 'warrant, assure', 'betroth']","[['affianced', 'bespoke', 'betrothed', 'engaged']]",[],[['unattached']],[]
216,day,"['the time of light between one night and the next', 'daylight', 'daytime']","[['daylight', 'daytime'], ['age', 'epoch', 'era', 'period', 'time'], ['aurora', 'cockcrow', 'dawn', 'dawning', 'daybreak', 'daylight', 'light', 'morn', 'morning', 'sun', 'sunrise', 'sunup']]",['time'],"[['night', 'nighttime'], ['nightfall', 'sundown', 'sunset']]",['night']
217,I'll,['I will : I shall'],[],[],[],[]
218,gone,"['lost, ruined', 'dead', 'characterized by sinking or dropping']","[['bygone', 'bypast', 'dead', 'defunct', 'departed', 'done', 'expired', 'extinct', 'nonextant', 'vanished'], ['asleep', 'breathless', 'cold', 'dead', 'deceased', 'defunct', 'demised', 'departed', 'fallen', 'late', 'lifeless', 'low'], ['lost', 'mislaid', 'misplaced', 'missing'], ['big', 'caught', 'enceinte', 'expectant', 'expecting', 'gravid', 'heavy', 'pregnant', 'quick'], ['A-OK', 'A1', 'awesome', 'bang-up', 'banner', 'beautiful', 'blue-chip', 'blue-ribbon', 'boffo', 'bonny', 'boss', 'brag', 'brave', 'bully', 'bumper', 'capital', 'choice', 'classic', 'cool', 'corking', 'crackerjack', 'cracking', 'dandy', 'divine', 'dope', 'down', 'dynamite', 'excellent', 'fab', 'fabulous', 'famous', 'fantabulous', 'fantastic', 'fine', 'first-class', 'first-rate', 'first-string', 'five-star', 'four-star', 'frontline', 'gangbusters', 'gilt-edged', 'grand', 'great', 'groovy', 'heavenly', 'high-class', 'hot', 'hype', 'immense', 'jim-dandy', 'keen', 'lovely', 'marvelous', 'mean', 'neat', 'nifty', 'noble', 'number one', 'numero uno', 'out-of-sight', 'par excellence', 'peachy', 'peachy keen', 'phat', 'prime', 'primo', 'prize', 'prizewinning', 'quality', 'radical', 'righteous', 'sensational', 'slick', 'splendid', 'stellar', 'sterling', 'superb', 'superior', 'superlative', 'supernal', 'swell', 'terrific', 'tip-top', 'top', 'top-notch', 'top-of-the-line', 'top-shelf', 'topflight', 'topping', 'unsurpassed', 'wizard', 'wonderful']]",[],"[['alive', 'existent', 'existing', 'extant', 'living'], ['alive', 'animate', 'breathing', 'going', 'live', 'living', 'quick'], ['owned', 'possessed', 'retained'], ['nonpregnant'], ['atrocious', 'awful', 'execrable', 'lousy', 'pathetic', 'poor', 'rotten', 'terrible', 'vile', 'wretched']]",['living']
219,feel,"['to handle or touch in order to examine, test, or explore some quality', 'to perceive by a physical sensation coming from discrete end organs (as of the skin or muscles)', 'to undergo passive experience of']","[['perceive', 'scent', 'see', 'sense', 'smell', 'taste'], ['touch'], ['endure', 'experience', 'have', 'know', 'pass', 'see', 'suffer', 'sustain', 'taste', 'undergo', 'witness'], ['allow', 'believe', 'conceive', 'consider', 'deem', 'esteem', 'figure', 'guess', 'hold', 'imagine', 'judge', 'reckon', 'suppose', 'think'], ['fish', 'fumble', 'grope', 'scrabble'], ['act', 'appear', 'come across (as)', 'come off (as)', 'look', 'make', 'seem', 'sound']]","['see', 'know', 'hold', 'think', 'look', 'make']",[],[]
220,strife,"['bitter sometimes violent conflict or dissension', 'an act of contention : fight, struggle', 'exertion or contention for superiority']","[['conflict', 'disaccord', 'discord', 'discordance', 'discordancy', 'disharmony', 'dissension', 'dissent', 'dissidence', 'dissonance', 'disunion', 'disunity', 'division', 'friction', 'infighting', 'inharmony', 'schism', 'variance', 'war', 'warfare'], ['ball game', 'battle', 'combat', 'competition', 'conflict', 'confrontation', 'contention', 'contest', 'dogfight', 'duel', 'face-off', 'grapple', 'match', 'rivalry', 'struggle', 'sweepstakes', 'tug-of-war', 'war', 'warfare']]",[],"[['accord', 'agreement', 'concord', 'concordance', 'harmony', 'peace']]",[]
221,trust,"['assured reliance on the character, ability, strength, or truth of someone or something', 'one in which confidence is placed', 'dependence on something future or contingent : hope']","[['assign', 'charge', 'commission', 'entrust', 'task'], ['commend', 'commit', 'confide', 'consign', 'delegate', 'deliver', 'entrust', 'give', 'give over', 'hand', 'hand over', 'leave', 'pass', 'recommend', 'repose', 'transfer', 'transmit', 'turn over', 'vest'], ['accept', 'believe', 'buy', 'credit', 'swallow', 'take']]",['take'],"[['hold', 'keep', 'retain'], ['disbelieve', 'discredit', 'reject']]","['hold', 'keep']"
222,does,[],"[['befits', 'beseems', 'fits', 'goes', 'serves', 'suits'], ['serves', 'suffices'], ['accomplishes', 'achieves', 'brings off', 'carries off', 'carries out', 'commits', 'compasses', 'executes', 'follows through (with)', 'fulfills', 'makes', 'negotiates', 'performs', 'perpetrates', 'prosecutes', 'pulls off', 'puts through'], ['adorns', 'arrays', 'beautifies', 'bedecks', 'bedizens', 'blazons', 'caparisons', 'decks', 'decorates', 'does up', 'dolls up', 'drapes', 'dresses', 'embellishes', 'emblazes', 'embosses', 'enriches', 'fancies up', 'fancifies', 'festoons', 'garnishes', 'glitzes (up)', 'graces', 'gussies up', 'ornaments', 'pretties (up)', 'trims'], ['copes', 'fares', 'gets along', 'gets by', 'gets on', 'makes out', 'manages', 'shifts'], ['begets', 'breeds', 'brings', 'brings about', 'brings on', 'catalyzes', 'causes', 'creates', 'draws on', 'effects', 'effectuates', 'engenders', 'generates', 'induces', 'invokes', 'makes', 'occasions', 'produces', 'prompts', 'results (in)', 'spawns', 'translates (into)', 'works', 'yields'], ['burlesques', 'caricatures', 'imitates', 'mimics', 'mocks', 'parodies', 'sends up', 'spoofs', 'travesties'], ['advances', 'comes', 'comes along', 'fares', 'forges', 'gets along', 'gets on', 'goes', 'goes along', 'goes off', 'marches', 'paces', 'proceeds', 'progresses'], ['acts', 'impersonates', 'interprets', 'performs', 'plays', 'portrays'], ['beats', 'bilks', 'bleeds', 'cheats', 'chisels', 'chouses', 'cons', 'cozens', 'defrauds', 'diddles', 'does in', 'euchres', 'fiddles', 'fleeces', 'flimflams', 'gaffs', 'hoses', 'hustles', 'mulcts', 'nobbles', 'plucks', 'reams', 'rips off', 'rooks', 'screws', 'shakes down', 'shortchanges', 'shorts', 'skins', 'skunks', 'squeezes', 'sticks', 'stiffs', 'stings', 'suckers', 'swindles', 'thimblerigs', 'victimizes'], ['bashes', 'bastes', 'bats', 'batters', 'beats', 'belabors', 'belts', 'birches', 'bludgeons', 'buffets', 'bungs up', 'clubs', 'curries', 'drubs', 'fibs', 'flogs', 'hammers', 'hides', 'laces', 'lambastes', 'lashes', 'lathers', 'licks', 'mauls', 'messes (up)', 'paddles', 'pelts', 'pommels', 'pounds', 'pummels', 'punches out', 'roughs (up)', 'slates', 'slogs', 'switches', 'tans', 'thrashes', 'threshes', 'thumps', 'tromps', 'wallops', 'whales', 'whips', 'whops', 'whups', 'works over'], ['befalls', 'betides', 'chances', 'comes', 'comes about', 'comes down', 'comes off', 'cooks', 'goes down', 'goes on', 'happens', 'haps', 'is', 'occurs', 'passes', 'transpires']]","['makes', 'is']","[['blemishes', 'defaces', 'disfigures', 'mars', 'scars', 'spoils'], ['remains', 'stands', 'stays', 'stops']]",[]
223,case,"['a set of circumstances or conditions', 'a situation requiring investigation or action (as by the police)', 'the object of investigation or consideration']","[['armor', 'capsule', 'casing', 'cocoon', 'cover', 'covering', 'encasement', 'housing', 'hull', 'husk', 'jacket', 'pod', 'sheath', 'shell'], ['bin', 'box', 'caddy', 'casket', 'chest', 'locker', 'trunk']]",[],[],[]
